probe	GC	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
HtScaffold0058:40660-40779	29.1	100	100	0	0	0	0	0	0	0	0	0	100	0	30.8333	0	0
HtScaffold0058:40780-40899	26.6	100	100	0	0	0	0	0	0	0	0	6.66667	100	0	18.3333	0	0
HtScaffold0058:40900-41019	34.1	100	100	0	0	0	0	24.1667	0	0	0	97.5	100	0	23.3333	0	0
HtScaffold0058:41020-41139	30.8	100	100	20	0	0	20	97.5	8.33333	18.3333	40.8333	39.1667	100	20	28.3333	0	0
HtScaffold0058:41140-41259	26.6	100	100	100	51.6667	0	100	100	100	100	100	100	100	100	100	0	75.8333
HtScaffold0058:41189-41308	24.1	100	100	100	75	0	82.5	100	92.5	93.3333	70	83.3333	83.3333	100	100	0	71.6667
HtScaffold0058:41524-41643	23.3	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0058:41644-41763	19.1	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0058:41757-41876	24.1	100	100	0	0	0	0	0	0	0	0	0	100	0	4.16667	0	0
HtScaffold0058:42458-42577	15.8	100	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0058:4585-4704	40.0	100	100	100	15	100	95.8333	100	75	25	100	100	100	100	100	0	0
HtScaffold0058:4705-4824	39.1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	18.3333	0
HtScaffold0058:4825-4944	36.6	100	100	100	100	100	100	100	100	100	100	10.8333	100	100	100	100	0
HtScaffold0058:4945-5064	27.5	100	100	100	100	100	56.6667	100	100	60	100	0	100	100	100	0.833333	0
HtScaffold0058:5065-5184	40.0	100	100	99.1667	11.6667	100	34.1667	100	99.1667	0	100	0	100	100	100	0	0
HtScaffold0058:5185-5304	43.3	100	100	100	0	100	100	100	38.3333	50.8333	100	0	100	100	100	0	0
HtScaffold0058:5305-5424	35.8	100	100	100	0	100	100	100	100	100	100	0	100	100	100	0	0
HtScaffold0058:5425-5544	29.1	100	100	100	0	66.6667	20.8333	100	30	60	100	45	100	100	100	87.5	0
HtScaffold0058:5545-5664	35.0	100	100	12.5	0	0	0	100	0	0	50	72.5	100	50	50	82.5	0
HtScaffold0058:5665-5784	40.8	100	100	0	0	0	0	61.6667	0	0	0	0	100	0	0	0	0
HtScaffold0058:5785-5904	38.3	100	100	0	0	0	0	0	0	0	0	14.1667	100	0	0	0	0
HtScaffold0058:5905-6024	37.5	100	100	0	0	0	0	25.8333	0	2.5	0	100	100	0	0	0	0
HtScaffold0058:6025-6144	35.8	100	100	0	0	0	0	100	0	96.6667	0	100	100	36.6667	65.8333	0	0
HtScaffold0058:6145-6264	32.5	100	100	19.1667	0	0	0	100	0	0	0	3.33333	100	100	100	0	0
HtScaffold0058:6265-6384	34.1	100	100	100	0	57.5	0	100	0	0	86.6667	0	100	100	100	0	0
HtScaffold0058:6385-6504	35.0	100	100	100	0	100	77.5	100	22.5	0	100	0	100	100	100	0	0
HtScaffold0058:6505-6624	38.3	100	100	100	0	100	91.6667	100	100	0	100	95	100	100	100	0	0
HtScaffold0058:6625-6744	31.6	100	100	100	0	85.8333	0	100	100	0	100	28.3333	100	100	100	0	0
HtScaffold0058:6745-6864	28.3	100	100	100	0	0	0	100	89.1667	0	100	0	100	100	100	0	0
HtScaffold0058:6865-6984	31.6	100	100	100	0	98.3333	9.16667	100	59.1667	0	100	0	100	100	100	0	0
HtScaffold0058:6985-7104	32.5	100	100	45.8333	0	100	100	100	100	0	100	81.6667	100	100	100	0	0
HtScaffold0058:7105-7224	44.1	100	100	100	0	100	100	100	96.6667	0	100	95.8333	100	100	100	0	0
HtScaffold0058:7225-7344	39.1	100	100	84.1667	0	100	11.6667	100	19.1667	46.6667	100	0	100	100	100	0	0
HtScaffold0058:7345-7464	39.1	100	100	82.5	12.5	100	12.5	100	100	45.8333	100	0	100	100	100	0	0
HtScaffold0058:7465-7584	35.8	100	100	100	100	59.1667	100	100	100	100	100	0	100	100	100	0	0
HtScaffold0058:7585-7704	37.5	100	100	99.1667	77.5	14.1667	100	100	100	100	36.6667	54.1667	100	100	100	0	0
HtScaffold0058:7705-7824	28.3	100	100	0	0	100	12.5	100	49.1667	35	80.8333	100	100	100	100	0	0
HtScaffold0058:7825-7944	34.1	100	100	39.1667	0	100	0	100	87.5	0	100	100	100	100	100	0	0
HtScaffold0058:7945-8064	38.3	100	100	69.1667	0	100	2.5	100	80	28.3333	100	0	100	100	100	0	0
HtScaffold0058:8065-8184	35.0	100	100	100	0	100	100	100	100	100	100	61.6667	100	100	100	0	0
HtScaffold0058:8185-8304	30.0	100	100	99.1667	0	99.1667	99.1667	100	99.1667	21.6667	99.1667	100	100	100	100	0	0
HtScaffold0058:8305-8424	31.6	100	100	28.3333	0	25	0.833333	100	19.1667	0	100	11.6667	100	100	100	0	0
HtScaffold0058:8425-8544	35.0	100	100	40.8333	0	74.1667	0	100	0	0	89.1667	0	100	100	100	0	0
HtScaffold0058:8545-8664	33.3	100	100	100	0	100	0	100	0	98.3333	100	0	100	100	100	0	0
HtScaffold0058:8549-8668	32.5	100	100	100	0	100	0	100	0	100	100	0	100	100	100	0	0
HtScaffold0058:8948-9067	29.1	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0059:14269-14388	30.8	100	100	100	0	100	100	100	32.5	0	100	0	100	100	100	0	0
HtScaffold0059:14389-14508	32.5	100	100	100	0	100	84.1667	100	100	0	100	0	100	100	100	0	0
HtScaffold0059:14509-14628	40.0	100	100	100	0	100	0	100	55.8333	57.5	100	16.6667	100	100	100	0	0
HtScaffold0059:14629-14748	34.1	100	100	100	0	76.6667	0	100	0	36.6667	100	100	100	100	100	0	0
HtScaffold0059:14749-14868	34.1	100	100	33.3333	0	55.8333	0	100	0	0	100	85	100	100	100	0	0
HtScaffold0059:14869-14988	34.1	100	100	100	0	100	0	100	66.6667	7.5	100	99.1667	100	100	100	0	0
HtScaffold0059:14989-15108	30.8	100	100	100	0	100	0	100	94.1667	100	100	0	100	100	100	0	0
HtScaffold0059:15109-15228	35.8	100	100	100	0	100	0	100	0	89.1667	100	75.8333	100	100	100	0	0
HtScaffold0059:15229-15348	33.3	100	100	100	0	100	0	100	84.1667	0	100	80	100	100	100	0	0
HtScaffold0059:15349-15468	38.3	100	100	100	0	100	0	100	100	0	100	0	100	100	100	0	0
HtScaffold0059:15469-15588	37.5	100	100	53.3333	0	56.6667	0	100	46.6667	0	99.1667	0	100	99.1667	56.6667	0	0
HtScaffold0059:15589-15708	38.3	100	100	0	0	0	0	99.1667	0	0	5	73.3333	100	6.66667	0	0	0
HtScaffold0059:15709-15828	35.0	100	100	0	0	15.8333	0	100	0	0	33.3333	100	100	33.3333	33.3333	0	0
HtScaffold0059:15829-15948	37.5	100	100	70.8333	0	99.1667	59.1667	100	85	0	100	100	100	98.3333	100	0	0
HtScaffold0059:15949-16068	33.3	100	100	100	64.1667	100	100	100	100	14.1667	100	100	100	100	100	0	0
HtScaffold0059:16069-16188	42.5	100	100	100	86.6667	100	100	100	100	100	100	78.3333	100	100	100	0	0
HtScaffold0059:16189-16308	40.0	100	100	100	0	100	100	100	98.3333	100	100	0	100	100	100	0	0
HtScaffold0059:16309-16428	35.8	100	100	100	0	100	30	100	100	100	100	0	100	100	100	0	0
HtScaffold0059:16429-16548	46.6	100	100	100	0	100	0	100	60	100	100	35.8333	100	100	100	0	0
HtScaffold0059:16549-16668	42.5	100	100	100	80	100	0	100	0	80	100	100	100	100	100	0	0
HtScaffold0059:16669-16788	44.1	100	100	59.1667	100	100	0	100	0	0	100	100	100	100	100	0	0
HtScaffold0059:16719-16838	37.5	100	100	17.5	76.6667	100	0	100	0	0	100	91.6667	100	100	100	0	0
HtScaffold0060:31670-31789	35.0	100	100	0	0	0	0	100	0	0	0	97.5	100	0	0	0	0
HtScaffold0060:31790-31909	29.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0060:31910-32029	26.6	100	100	0	0	0	0	76.6667	0	0	0	30.8333	100	0	0	0	0
HtScaffold0060:32030-32149	21.6	100	100	0	0	0	0	0	0	0	0	85.8333	100	0	0	0	0
HtScaffold0060:32150-32269	29.1	100	100	0	0	0	0	0	0	0	0	78.3333	100	0	0	0	0
HtScaffold0060:32270-32389	28.3	100	100	0	0	0	0	33.3333	0	0	0	100	100	10	13.3333	0	0
HtScaffold0060:32390-32509	27.5	100	100	0	0	0	0	100	0	0	0	100	100	12.5	10.8333	0	0
HtScaffold0060:32510-32629	25.0	100	100	0	0	0	0	100	0	0	0	64.1667	100	0	0	0	0
HtScaffold0060:32630-32749	36.6	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0060:32750-32869	25.8	100	100	0	0	0	0	100	0	0	0	49.1667	100	0	0	0	0
HtScaffold0060:32870-32989	30.8	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0060:32990-33109	29.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0060:33110-33229	29.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0060:33230-33349	34.1	100	100	0	0	0	0	100	0	0	0	15.8333	100	0	0	0	0
HtScaffold0060:33247-33366	31.6	100	100	0	0	0	0	100	0	0	0	1.66667	100	0	0	0	0
HtScaffold0060:40256-40375	29.1	100	100	0	0	0	0	100	79.1667	95	0	83.3333	100	82.5	0	0	0
HtScaffold0060:40376-40495	25.8	100	100	0	0	0	0	100	99.1667	100	0	0	100	39.1667	0	0	0
HtScaffold0060:40496-40615	29.1	100	100	0	0	0	0	100	100	3.33333	0	0	100	100	0	0	0
HtScaffold0060:40616-40735	25.0	100	100	0	0	0	0	100	100	0	0	0	100	84.1667	0	0	0
HtScaffold0060:40736-40855	30.0	100	100	0	0	0	0	100	30.8333	0	0	0	100	100	70.8333	0	0
HtScaffold0060:40856-40975	20.8	100	100	0	0	0	0	100	0	0	0	0	100	100	100	0	0
HtScaffold0060:40976-41095	30.0	100	100	0	0	0	0	100	100	0	0	56.6667	100	100	100	0	0
HtScaffold0060:41096-41215	36.6	100	100	0	0	0	0	100	100	0	0	100	100	100	100	0	0
HtScaffold0060:41216-41335	28.3	100	100	67.5	0	41.6667	0	100	40	14.1667	62.5	100	100	100	100	0	0
HtScaffold0060:41336-41455	23.3	100	100	100	60.8333	99.1667	0	100	25	99.1667	99.1667	98.3333	100	100	100	0	0
HtScaffold0060:41456-41575	33.3	100	100	100	100	100	0	100	100	100	100	100	100	100	100	0	0
HtScaffold0060:41576-41695	30.0	100	100	99.1667	100	100	0	100	85.8333	87.5	100	86.6667	100	100	100	0	0
HtScaffold0060:41645-41764	34.1	100	100	100	57.5	85	0	100	28.3333	30	100	29.1667	100	100	100	0	0
HtScaffold0061:10013-10132	25.0	100	100	0	0	0	0	27.5	0	0	0	0	100	0	0	0	0
HtScaffold0061:10133-10252	31.6	100	100	0	0	0	0	99.1667	0	0	0	33.3333	100	0	0	0	0
HtScaffold0061:10253-10372	28.3	100	100	0	0	0	0	92.5	0	0	0	99.1667	100	0	26.6667	0	0
HtScaffold0061:10373-10492	27.5	100	100	0	0	0	0	49.1667	10	0	0	100	100	3.33333	0	0	0
HtScaffold0061:10493-10612	33.3	100	100	30.8333	0	32.5	0	45.8333	65	44.1667	30	70	100	75	27.5	39.1667	25.8333
HtScaffold0061:10613-10732	23.3	100	100	0	0	0	0	98.3333	0	0	0	50.8333	100	0	0	0	0
HtScaffold0061:10733-10852	33.3	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0061:10853-10972	28.3	100	100	0	0	0	0	44.1667	0	0	23.3333	95	100	0	0	0	0
HtScaffold0061:10885-11004	30.8	100	100	0	0	0	0	17.5	0	0	23.3333	95	100	0	0	0	0
HtScaffold0061:11301-11420	34.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0061:11376-11495	36.6	100	100	0	0	0	0	100	0	0	0	86.6667	100	0	0	0	0
HtScaffold0061:17564-17683	27.5	100	100	0	0	0	0	96.6667	0	0	0	0	100	0	0	0	0
HtScaffold0061:17820-17939	36.6	100	100	100	0	100	90.8333	100	0	0	80.8333	0	100	100	100	0	0
HtScaffold0061:17852-17971	37.5	100	100	100	0	100	86.6667	100	0	0	100	0	100	100	100	0	0
HtScaffold0061:18255-18374	28.3	100	100	100	0	0	0	100	0	0	91.6667	100	100	100	100	0	0
HtScaffold0061:18329-18448	33.3	100	100	50.8333	0	0	0	100	0	0	30	100	100	100	100	0	0
HtScaffold0061:37899-38018	33.3	100	100	79.1667	0	74.1667	0	100	0	0	79.1667	0	100	0	79.1667	0	0
HtScaffold0061:38019-38138	38.3	100	100	0	0	0	0	100	0	0	0	79.1667	100	0	0	0	0
HtScaffold0061:38139-38258	41.6	100	100	0	0	83.3333	0	100	15	40.8333	83.3333	100	100	47.5	47.5	0	0
HtScaffold0061:38259-38378	41.6	100	100	0	0	100	0	100	100	100	100	93.3333	100	100	100	0	0
HtScaffold0061:38379-38498	35.0	100	100	35.8333	0	99.1667	0	100	19.1667	99.1667	99.1667	78.3333	100	99.1667	99.1667	0	0
HtScaffold0061:38499-38618	32.5	100	100	100	0	100	0	100	0	100	100	35.8333	100	100	100	0	0
HtScaffold0061:38619-38738	35.8	100	100	100	0	100	0	100	0	100	100	0	100	100	100	0	0
HtScaffold0061:38739-38858	32.5	100	100	100	0	99.1667	0	100	0	99.1667	99.1667	88.3333	100	100	100	0	0
HtScaffold0061:38859-38978	39.1	100	100	100	0	66.6667	0	100	0	29.1667	100	0	100	100	100	0	0
HtScaffold0061:38979-39098	36.6	100	100	100	0	0	0	100	0	0	100	0	100	100	100	0	0
HtScaffold0061:39099-39218	27.5	100	100	44.1667	0	0	0	100	0	0	69.1667	50	100	100	100	0	0
HtScaffold0061:39219-39338	31.6	100	100	63.3333	0	0	0	100	0	63.3333	100	100	100	100	100	0	0
HtScaffold0061:39339-39458	38.3	100	100	99.1667	0	17.5	0	100	0	99.1667	99.1667	100	100	100	100	0	0
HtScaffold0061:39459-39578	36.6	100	100	100	0	100	0	100	0	100	100	74.1667	100	100	100	0	0
HtScaffold0061:39579-39698	37.5	100	100	82.5	0	64.1667	0	100	0	20	88.3333	100	100	87.5	87.5	0	0
HtScaffold0061:39699-39818	47.5	100	100	35.8333	0	0	0	100	0	35.8333	27.5	100	100	35.8333	35.8333	0	0
HtScaffold0061:39819-39938	37.5	100	100	100	0	0	0	100	0	100	100	100	100	100	100	0	0
HtScaffold0061:39939-40058	32.5	100	100	100	0	0	0	100	0	54.1667	100	100	100	100	100	0	0
HtScaffold0061:40059-40178	30.8	100	100	48.3333	0	0	0	100	62.5	0	54.1667	100	100	100	100	0	0
HtScaffold0061:40179-40298	41.6	100	100	0	0	0	0	100	98.3333	0	0	76.6667	100	47.5	47.5	0	0
HtScaffold0061:40299-40418	24.1	100	100	0	0	54.1667	0	100	100	0	90.8333	25	100	0	0	0	0
HtScaffold0061:40419-40538	29.1	100	100	0	0	89.1667	0	100	100	0	100	100	100	0	0	0	0
HtScaffold0061:40539-40658	21.6	100	100	0	0	0	0	100	31.6667	0	100	95	100	0	0	0	0
HtScaffold0061:40659-40778	28.3	100	100	0	0	0	0	100	0	0	17.5	0	100	0	0	0	0
HtScaffold0061:40779-40898	37.5	100	100	0	0	0	0	100	0	0	0	75	100	0	0	0	0
HtScaffold0061:40899-41018	38.3	100	100	0	0	0	0	100	0	0	0	100	100	0	45	0	0
HtScaffold0061:41019-41138	28.3	100	100	0	0	0	0	100	0	0	0	100	100	0	63.3333	0	0
HtScaffold0061:41139-41258	29.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0061:41259-41378	34.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0061:41261-41380	33.3	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0061:5168-5287	30.0	100	100	0	0	0	0	100	0	0	0	12.5	100	0	0	0	0
HtScaffold0061:5288-5407	25.0	100	100	0	0	0	0	99.1667	0	0	0	100	100	0	0	0	0
HtScaffold0061:5408-5527	26.6	100	100	0	0	0	0	40	0	0	0	100	100	0	0	0	0
HtScaffold0061:5528-5647	26.6	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
HtScaffold0061:5648-5767	31.6	100	100	0	0	0	0	45.8333	0	0	0	100	100	0	0	0	0
HtScaffold0061:5768-5887	33.3	100	100	0	0	0	0	100	0	0	0	13.3333	100	0	0	0	0
HtScaffold0061:5874-5993	32.5	100	100	0	0	0	0	100	0	0	0	92.5	100	0	0	0	0
HtScaffold0061:6044-6163	34.1	100	100	0	0	0	0	58.3333	0	0	0	89.1667	100	0	0	0	0
HtScaffold0061:6164-6283	25.8	100	100	0	0	0	0	0	0	0	0	13.3333	100	0	0	0	0
HtScaffold0061:6284-6403	26.6	100	100	0	0	0	0	86.6667	0	0	0	100	100	0	0	0	0
HtScaffold0061:6404-6523	35.0	100	100	0	0	0	0	35.8333	0	0	0	95.8333	100	0	0	0	0
HtScaffold0061:6524-6643	38.3	100	100	0	0	0	0	59.1667	0	0	0	100	100	0	0	0	0
HtScaffold0061:6644-6763	28.3	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0061:6764-6883	31.6	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0061:6884-7003	16.6	100	100	0	0	0	0	17.5	0	0	0	100	100	0	0	0	0
HtScaffold0061:6940-7059	17.5	100	100	0	0	0	0	0	0	0	0	98.3333	100	0	0	0	0
HtScaffold0061:7083-7202	28.3	100	100	0	0	0	0	0	0	0	0	100	100	0	71.6667	0	0
HtScaffold0061:7203-7322	25.0	100	100	0	0	0	0	0	0	0	0	9.16667	100	0	0	0	0
HtScaffold0061:7323-7442	25.0	100	100	0	0	0	0	57.5	0	0	0	0	100	0	0	0	0
HtScaffold0061:7443-7562	22.5	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0061:7563-7682	19.1	100	100	0	0	0	0	100	0	0	0	5	100	0	0	0	0
HtScaffold0061:7655-7774	25.0	100	100	0	0	0	0	25.8333	0	0	0	81.6667	100	0	0	0	0
HtScaffold0061:7853-7972	33.3	100	100	0	0	0	0	0	0	0	0	16.6667	100	0	0	0	0
HtScaffold0061:7973-8092	24.1	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
HtScaffold0061:8093-8212	25.8	100	100	0	0	0	0	0	0	0	0	93.3333	100	0	0	0	0
HtScaffold0061:8213-8332	18.3	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:8333-8452	16.6	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:8453-8572	21.6	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:8573-8692	30.0	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:8693-8812	33.3	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:8813-8932	29.1	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:8933-9052	31.6	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:9053-9172	26.6	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:9173-9292	26.6	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:9293-9412	27.5	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:9413-9532	26.6	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0061:9533-9652	21.6	100	55.8333	0	0	0	0	38.3333	0	0	0	0	29.1667	0	65.8333	0	0
HtScaffold0061:9653-9772	25.8	100	100	0	0	0	0	0	0	0	0	1.66667	65.8333	0	100	0	0
HtScaffold0061:9773-9892	27.5	100	100	0	0	0	0	0	0	0	0	100	100	0	100	0	0
HtScaffold0061:9893-10012	25.0	100	100	0	0	0	0	0	0	0	0	50	100	0	38.3333	0	0
HtScaffold0062:11167-11286	28.3	100	100	96.6667	0	86.6667	0	99.1667	79.1667	0	98.3333	0	100	99.1667	98.3333	0	0
HtScaffold0062:11768-11887	19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HtScaffold0062:23758-23877	22.5	100	100	0	0	0	0	100	0	0	0	44.1667	100	0	0	0	0
HtScaffold0062:23878-23997	26.6	100	100	0	0	0	0	100	0	0	0	52.5	100	0	0	0	0
HtScaffold0062:23998-24117	21.6	100	100	0	0	0	0	93.3333	0	0	0	100	100	15.8333	15.8333	0	0
HtScaffold0062:24058-24177	18.3	100	100	14.1667	0	0	0	50	0	0	0	80	100	22.5	35	0	0
HtScaffold0062:24217-24336	35.0	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0062:24337-24456	28.3	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0062:24457-24576	24.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0062:24577-24696	25.0	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0062:24606-24725	25.8	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0062:24890-25009	25.0	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0062:26571-26690	35.0	100	100	0	0	0	0	97.5	0	0	0	65	100	0	0	0	0
HtScaffold0062:26691-26810	33.3	100	100	0	0	0	0	100	0	0	0	100	100	32.5	60	0	0
HtScaffold0062:26811-26930	28.3	100	100	0	0	0	0	100	0	0	0	63.3333	100	100	100	0	0
HtScaffold0062:26931-27050	28.3	100	100	52.5	0	0	0	100	67.5	0	37.5	0	100	100	100	0	0
HtScaffold0062:27051-27170	25.8	100	100	100	0	57.5	0	100	100	98.3333	100	0	100	100	100	0	0
HtScaffold0062:27171-27290	27.5	100	100	100	0	100	92.5	100	100	100	100	0	100	100	100	0	0
HtScaffold0062:27291-27410	24.1	100	100	67.5	0	20.8333	25	100	74.1667	56.6667	100	0	100	100	100	0	0
HtScaffold0062:27411-27530	21.6	100	100	0	0	0	0	100	0	0	81.6667	0	100	100	100	0	0
HtScaffold0062:27531-27650	30.8	100	100	0	0	0	0	100	0	0	0	89.1667	100	100	100	0	0
HtScaffold0062:27651-27770	32.5	100	100	85	0	85	0	100	0	0	92.5	100	100	100	100	0	0
HtScaffold0062:27771-27890	31.6	100	100	100	0	44.1667	0	100	0	0	100	100	100	100	100	0	0
HtScaffold0062:27891-28010	33.3	100	100	24.1667	0	0	0	100	0	0	95	16.6667	100	100	100	0	0
HtScaffold0062:28011-28130	36.6	100	100	0	0	0	0	100	0	0	0	100	100	54.1667	10	0	0
HtScaffold0062:28131-28250	33.3	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0062:28251-28370	33.3	100	100	0	0	0	0	93.3333	0	0	0	100	100	0	0	0	0
HtScaffold0062:28371-28490	30.8	100	100	0	0	0	0	97.5	0	0	0	100	100	0	0	0	0
HtScaffold0062:28491-28610	23.3	100	100	92.5	0	0	0	100	0	0	0	64.1667	100	96.6667	75	0	0
HtScaffold0062:28611-28730	32.5	100	100	24.1667	0	0	0	100	0	0	0	17.5	100	16.6667	100	0	0
HtScaffold0062:28731-28850	35.8	100	100	0	0	0	0	100	0	0	0	100	100	0	9.16667	0	0
HtScaffold0062:28851-28970	30.0	100	100	0	0	0	0	100	0	0	0	16.6667	100	0	0	0	0
HtScaffold0062:28971-29090	32.5	100	100	0	0	0	0	100	0	0	0	36.6667	100	0	0	0	0
HtScaffold0062:29091-29210	30.8	100	100	0	0	0	0	97.5	0	0	0	100	100	0	0	0	0
HtScaffold0062:29211-29330	29.1	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0062:29331-29450	25.8	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
HtScaffold0062:29451-29570	37.5	100	100	0	0	0	0	100	0	0	0	11.6667	100	0	0	0	0
HtScaffold0062:29483-29602	35.0	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0062:7465-7584	29.1	100	100	0	0	0	0	100	0	0	0	0	100	98.3333	100	0	0
HtScaffold0062:7585-7704	28.3	100	100	0	0	0	0	100	0	0	0	0	100	90	100	0	0
HtScaffold0062:7705-7824	22.5	100	100	0	0	0	0	100	0	0	0	0	100	55	100	0	0
HtScaffold0062:7825-7944	29.1	100	100	16.6667	0	0	0	100	0	0	2.5	0	100	100	99.1667	0	0
HtScaffold0062:7945-8064	29.1	100	100	100	0	0	0	100	0	0	100	0	100	100	100	0	0
HtScaffold0062:8065-8184	25.8	100	100	100	0	0	0	100	0	0	100	0	100	100	100	0	0
HtScaffold0062:8185-8304	28.3	100	100	100	0	0	0	100	0	0	17.5	0	100	100	100	0	0
HtScaffold0062:8305-8424	15.0	100	86.6667	29.1667	0	0	0	100	0	0	0	0	100	78.3333	100	0	0
HtScaffold0062:8425-8544	20.8	100	75.8333	0	0	0	0	100	0	0	0	0	100	0	100	0	0
HtScaffold0062:8545-8664	21.6	100	100	0	0	0	0	100	92.5	0	0	0	100	55.8333	65	0	0
HtScaffold0062:8665-8784	32.5	100	100	0	0	0	0	99.1667	39.1667	0	0	0	100	49.1667	49.1667	0	0
HtScaffold0062:8740-8859	23.3	100	100	0	0	0	0	96.6667	0	0	0	0	100	0	0	0	0
HtScaffold0062:9151-9270	25.0	100	100	0	0	0	0	0	0	0	0	89.1667	100	0	0	0	0
HtScaffold0063:1090-1209	25.0	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0063:1131-1250	25.8	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0063:130-249	20.8	100	100	0	0	0	0	100	0	0	0	0	82.5	0	0	0	0
HtScaffold0063:250-369	28.3	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0063:370-489	14.1	100	95.8333	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0063:490-609	20.0	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0063:610-729	25.0	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0063:730-849	15.8	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
HtScaffold0063:850-969	25.8	100	100	0	0	0	0	49.1667	0	0	0	0	100	0	0	0	0
HtScaffold0063:970-1089	23.3	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0064:11742-11861	25.0	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0064:11862-11981	28.3	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0064:11982-12101	29.1	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
HtScaffold0064:12102-12221	25.8	100	100	0	0	0	0	0	0	0	0	80	100	0	0	0	0
HtScaffold0064:12222-12341	26.6	100	100	0	0	0	0	0	0	0	0	84.1667	100	0	0	0	0
HtScaffold0064:12342-12461	36.6	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
